gs://hacksc2020_product/HM-denim-jacket.jpeg,,product-list,denim-jacket,apparel-v2,Denim Jacket,"category=jacket, color=blue, link=https://www2.hm.com/en_us/productpage.0714790020.html, brand=H&M-Conscious",
gs://hacksc2020_product/HM-denim-skirt.jpeg,,product-list,denim-skirt,apparel-v2,Denim Skirt,"category=skirt, color=black, link=https://www2.hm.com/en_us/productpage.0831177001.html, brand=H&M-Conscious",
gs://hacksc2020_product/HM-long-cardigan.jpeg,,product-list,long-cardigan,apparel-v2,Long Cardigan,"category=cardigan, color=white, link=https://www2.hm.com/en_us/productpage.0842952003.html, brand=H&M-Conscious",
gs://hacksc2020_product/HM-mama-jersey-tank-top.jpeg,,product-list,tank-top,apparel-v2,Tank Top,"category=tank-top, color=white, link=https://www2.hm.com/en_us/productpage.0510465001.html, brand=H&M-Conscious",
gs://hacksc2020_product/HM-ruffled-ribbed-sweater.jpeg,,product-list,ruffled-sweater,apparel-v2,Ruffled Sweater,"category=sweater, color=white, link=https://www2.hm.com/en_us/productpage.0811663003.html, brand=H&M-Conscious",
gs://hacksc2020_product/HM-slacks.jpeg,,product-list,black-slacks,apparel-v2,Slacks,"category=slacks, color=black, link=https://www2.hm.com/en_us/productpage.0853785006.html, brand=H&M-Conscious",
gs://hacksc2020_product/HM-striped-top.jpeg,,product-list,striped-top,apparel-v2,Striped Top,"category=shirt, color=black, link=https://www2.hm.com/en_us/productpage.0778064026.html, brand=H&M-Conscious",
gs://hacksc2020_product/HM-sweatpants.jpeg,,product-list,sweatpants,apparel-v2,Sweatpants,"category=sweatpants, color=gray, link=https://www2.hm.com/en_us/productpage.0817820002.html, brand=H&M-Conscious",
gs://hacksc2020_product/HM-white-shirt.jpeg,,product-list,white-shirt,apparel-v2,White Shirt,"category=shirt, color=white, link=https://www2.hm.com/en_us/productpage.0778064003.html, brand=H&M-Conscious",
gs://hacksc2020_product/HM_mom-high-ankle-jeans.jpeg,,product-list,mom-jeans,apparel-v2,Mom Jeans,"category=jeans, color=blue, link=https://www2.hm.com/en_us/productpage.0714790020.html, brand=H&M-Conscious",
gs://hacksc2020_product/REF-black-boots.jpg,,product-list,black-boots,apparel-v2,Black Boots,"category=shoes, color=black, link=https://www.thereformation.com/products/evelyn-boot?color=Black brand=Reformation",
gs://hacksc2020_product/REF-black-heels.jpg,,product-list,black-heels,apparel-v2,Black Heels,"category=shoes, color=black, link=https://www.thereformation.com/products/myra-sandal?color=Black, brand=Reformation",
gs://hacksc2020_product/REF-black-pants.jpg,,product-list,black-pants,apparel-v2,Black Pants,"category=pants, color=black, link=https://www.thereformation.com/products/high-skinny-jean?color=Black, brand=Reformation",
gs://hacksc2020_product/REF-black-skirt.jpg,,product-list,black-skirt,apparel-v2,Black Skirts,"category=skirt, color=black, link=https://www.thereformation.com/products/easton-skirt?color=Black, brand=Reformation",
gs://hacksc2020_product/REF-brown-flats.jpg,,product-list,brown-flats,apparel-v2,Brown Flats,"category=shoes, color=brown, link=https://www.thereformation.com/products/bonnie-loafer?color=Camel, brand=Reformation",
gs://hacksc2020_product/REF-floral-dresses.jpg,,product-list,floral-dress,apparel-v2,Floral Dress,"category=dress, color=white, link=https://www.thereformation.com/products/gitane-dress?color=Gabrielle, brand=Reformation",
gs://hacksc2020_product/REF-green-sweater.jpg,,product-list,green-sweater,apparel-v2,Green Sweater,"category=sweater, color=green, link=https://www.thereformation.com/products/hunter-sweatshirt?color=Pine, brand=Reformation",
gs://hacksc2020_product/REF-maxi-skirt.jpg,,product-list,maxi-skirt,apparel-v2,Maxi Skirt,"category=skirt, color=black, link=https://www.thereformation.com/products/bea-skirt?color=Daisy+Chain, brand=Reformation",
gs://hacksc2020_product/REF-white-blouse.jpg,,product-list,white-blouse,apparel-v2,White Blouse,"category=blouse, color=white, link=https://www.thereformation.com/products/brighton-top?color=Ivory, brand=Reformation",
gs://hacksc2020_product/REF-white-jeans.jpg,,product-list,white-jeans,apparel-v2,White Jean,"category=jeans, color=white, link=https://www.thereformation.com/products/cynthia-high-relaxed-jean?color=Vintage+White,brand=Reformation",
gs://hacksc2020_product/V-plaid-long-sleeve-shirt.jpeg,,product-list,plaid-long-sleeve,apparel-v2,Green Plaid Long Sleeve,"category=shirt, color=green, link=https://www.vinted.com/men/checked-shirts/26622128-plaid-flannel, brand=Vinted",
gs://hacksc2020_product/V-polo.jpeg,,product-list,polo,apparel-v2,White Polo,"category=shirt, color=white, link=https://www.vinted.com/men/polo-shirts/26818968-mens-white-polo, brand=Vinted",
gs://hacksc2020_product/V-white-shirt.jpeg,,product-list,white-lace-shirt,apparel-v2,White Knit Sweater,"category=sweater, color=white, link=https://www.vinted.com/women/three-fourths-sleeve-sweaters/26829314-new-free-people-white-sweater-knit-34-top, brand=Vinted",
gs://hacksc2020_product/V-brown-dress-shoes.jpeg,,product-list,brown-dress-shoes,apparel-v2,Brown Dress Shoes,"category=shoes, color=brown, link=https://www.vinted.com/men/oxfords-and-brogues/26831206-mens-dress-shoes, brand=Vinted",
gs://hacksc2020_product/V-blue-converse.jpeg,,product-list,blue-converse,apparel-v2,Blue Converse,"category=shoes, color=blue, link=https://www.vinted.com/women/chucks-and-converse-shoes/26808803-light-blue-converse-sneakers, brand=Vinted",
gs://hacksc2020_product/V-utility-jacket.jpeg,,product-list,utility-jacket,apparel-v2,Green Utility Jacket,"category=jacket, color=green, link=https://www.vinted.com/women/lightweight-jackets/26805422-green-cargo-utility-jacket, brand=Vinted",
gs://hacksc2020_product/V-red-turtleneck.jpeg,,product-list,red-turtleneck,apparel-v2,Red Turtleneck,"category=shirt, color=red, link=https://www.vinted.com/women/turtleneck-sweaters/26559839-redorange-ribbed-turtleneck, brand=Vinted",
gs://hacksc2020_product/V-black-mens-blazer.jpeg,,product-list,black-mens-blazer,apparel-v2,Black Men's Blazer,"category=jacket, color=black, link=https://www.vinted.com/men/other-suits-and-blazers/26809131-izac-marine-blazer-size-40-us-50eu,brand=Vinted",
gs://hacksc2020_product/V-denim-shorts.jpeg,,product-list,denim-shorts,apparel-v2,Denim Shorts,"category=shorts, color=blue, link=https://www.vinted.com/women/jean-shorts/26832820-joes-jeans-genna-denim-rolled-jean-shorts, brand=Vinted",
gs://hacksc2020_product/V-black-vest.jpeg,,product-list,black-puffer-vest,apparel-v2,Black Puffer Vest,"category=jacket, color=black, link=https://www.vinted.com/women/other-coats-and-jackets/22897871-puffer-vest, brand=Vinted",